perturbation,architecture,rank,mean_regret,kendall_tau_vs_baseline
lambda_x_2.0,A5,10,0.3972289289548147,0.9999999999999999
lambda_x_2.0,Debate,11,0.40016646672649847,0.9999999999999999
lambda_x_2.0,A4,12,0.4024426778980805,0.9999999999999999
lambda_x_2.0,Monolithic,13,0.40824639081968606,0.9999999999999999
lambda_x_2.0,A3,14,0.40890534307340604,0.9999999999999999
lambda_x_2.0,A2,15,0.41208893131823454,0.9999999999999999
lambda_x_2.0,A1,16,0.41535440912215565,0.9999999999999999
lambda_x_2.0,Multi-Agent (A0 full),17,0.4254457965196935,0.9999999999999999
temperature_scale_0.8,A11,1,0.566031545526282,0.8676470588235293
temperature_scale_0.8,A9,2,0.5678174496284852,0.8676470588235293
temperature_scale_0.8,Sequential,3,0.56806237766405,0.8676470588235293
temperature_scale_0.8,A10,4,0.5686252663920838,0.8676470588235293
temperature_scale_0.8,A7,5,0.57085339536334,0.8676470588235293
temperature_scale_0.8,Reflexion,6,0.5730443379978786,0.8676470588235293
temperature_scale_0.8,A6,7,0.5732301813706171,0.8676470588235293
temperature_scale_0.8,A8,8,0.5751284052723027,0.8676470588235293
temperature_scale_0.8,Monolithic,9,0.5778850083071043,0.8676470588235293
temperature_scale_0.8,RAG-Monolithic,10,0.5781496512565959,0.8676470588235293
temperature_scale_0.8,A5,11,0.5805526157487275,0.8676470588235293
temperature_scale_0.8,Debate,12,0.5832712163714653,0.8676470588235293
temperature_scale_0.8,A4,13,0.5858222492366887,0.8676470588235293
temperature_scale_0.8,A3,14,0.5930259263619932,0.8676470588235293
temperature_scale_0.8,A2,15,0.5953545013233915,0.8676470588235293
temperature_scale_0.8,A1,16,0.5994048690676987,0.8676470588235293
temperature_scale_0.8,Multi-Agent (A0 full),17,0.611101831417049,0.8676470588235293
temperature_scale_1.0,A11,1,0.587052548560339,0.8970588235294118
temperature_scale_1.0,A9,2,0.5885963523436974,0.8970588235294118
temperature_scale_1.0,Sequential,3,0.5890712903958987,0.8970588235294118
temperature_scale_1.0,A10,4,0.5895189071613679,0.8970588235294118
temperature_scale_1.0,A7,5,0.5911374613597483,0.8970588235294118
temperature_scale_1.0,A6,6,0.5932531026098016,0.8970588235294118
temperature_scale_1.0,Reflexion,7,0.5933250897759427,0.8970588235294118
temperature_scale_1.0,A8,8,0.5952924701442293,0.8970588235294118
temperature_scale_1.0,RAG-Monolithic,9,0.5978658637264923,0.8970588235294118
temperature_scale_1.0,Monolithic,10,0.5985933090327317,0.8970588235294118
temperature_scale_1.0,A5,11,0.6000153513975703,0.8970588235294118
temperature_scale_1.0,Debate,12,0.6024200088420059,0.8970588235294118
temperature_scale_1.0,A4,13,0.604696125443909,0.8970588235294118
temperature_scale_1.0,A3,14,0.6111382226122247,0.8970588235294118
temperature_scale_1.0,A2,15,0.6132542028944217,0.8970588235294118
temperature_scale_1.0,A1,16,0.616809952883672,0.8970588235294118
temperature_scale_1.0,Multi-Agent (A0 full),17,0.6272700565357444,0.8970588235294118
temperature_scale_1.2,A11,1,0.6024412443904577,0.8970588235294118
temperature_scale_1.2,A9,2,0.6038345043266132,0.8970588235294118
temperature_scale_1.2,Sequential,3,0.6044662132626966,0.8970588235294118
temperature_scale_1.2,A10,4,0.6048115090627795,0.8970588235294118
temperature_scale_1.2,A7,5,0.606045485402017,0.8970588235294118
temperature_scale_1.2,A6,6,0.6079655708813853,0.8970588235294118
temperature_scale_1.2,Reflexion,7,0.6082394183582172,0.8970588235294118
temperature_scale_1.2,A8,8,0.6101181633871835,0.8970588235294118
temperature_scale_1.2,RAG-Monolithic,9,0.6124137556143827,0.8970588235294118
temperature_scale_1.2,Monolithic,10,0.6138848833289356,0.8970588235294118
temperature_scale_1.2,A5,11,0.6143551636735413,0.8970588235294118
temperature_scale_1.2,Debate,12,0.6165682504775677,0.8970588235294118
temperature_scale_1.2,A4,13,0.6186568322431812,0.8970588235294118
temperature_scale_1.2,A3,14,0.6245789044923942,0.8970588235294118
temperature_scale_1.2,A2,15,0.6265707815100952,0.8970588235294118
temperature_scale_1.2,A1,16,0.6297933996329793,0.8970588235294118
temperature_scale_1.2,Multi-Agent (A0 full),17,0.6393952832262955,0.8970588235294118
clipping_bound_x_0.8,A11,1,0.1919153732829075,0.9999999999999999
clipping_bound_x_0.8,A9,2,0.19270830973774686,0.9999999999999999
clipping_bound_x_0.8,A7,3,0.19330413894436302,0.9999999999999999
clipping_bound_x_0.8,A10,4,0.19365507520820052,0.9999999999999999
clipping_bound_x_0.8,A6,5,0.19403360748899423,0.9999999999999999
clipping_bound_x_0.8,Sequential,6,0.1941115868388437,0.9999999999999999
clipping_bound_x_0.8,Reflexion,7,0.1956063082872133,0.9999999999999999
clipping_bound_x_0.8,A8,8,0.1969126332725556,0.9999999999999999
clipping_bound_x_0.8,RAG-Monolithic,9,0.19812038233540047,0.9999999999999999
clipping_bound_x_0.8,A5,10,0.19861446447740735,0.9999999999999999
clipping_bound_x_0.8,Debate,11,0.20008323336324924,0.9999999999999999
clipping_bound_x_0.8,A4,12,0.20122133894904026,0.9999999999999999
clipping_bound_x_0.8,Monolithic,13,0.20412319540984303,0.9999999999999999
clipping_bound_x_0.8,A3,14,0.20445267153670302,0.9999999999999999
clipping_bound_x_0.8,A2,15,0.20604446565911727,0.9999999999999999
clipping_bound_x_0.8,A1,16,0.20767720456107783,0.9999999999999999
clipping_bound_x_0.8,Multi-Agent (A0 full),17,0.21272289825984675,0.9999999999999999
clipping_bound_x_1.2,A11,1,0.1919153732829075,0.9999999999999999
clipping_bound_x_1.2,A9,2,0.19270830973774686,0.9999999999999999
clipping_bound_x_1.2,A7,3,0.19330413894436302,0.9999999999999999
clipping_bound_x_1.2,A10,4,0.19365507520820052,0.9999999999999999
clipping_bound_x_1.2,A6,5,0.19403360748899423,0.9999999999999999
clipping_bound_x_1.2,Sequential,6,0.1941115868388437,0.9999999999999999
clipping_bound_x_1.2,Reflexion,7,0.1956063082872133,0.9999999999999999
clipping_bound_x_1.2,A8,8,0.1969126332725556,0.9999999999999999
clipping_bound_x_1.2,RAG-Monolithic,9,0.19812038233540047,0.9999999999999999
clipping_bound_x_1.2,A5,10,0.19861446447740735,0.9999999999999999
clipping_bound_x_1.2,Debate,11,0.20008323336324924,0.9999999999999999
clipping_bound_x_1.2,A4,12,0.20122133894904026,0.9999999999999999
clipping_bound_x_1.2,Monolithic,13,0.20412319540984303,0.9999999999999999
clipping_bound_x_1.2,A3,14,0.20445267153670302,0.9999999999999999
clipping_bound_x_1.2,A2,15,0.20604446565911727,0.9999999999999999
clipping_bound_x_1.2,A1,16,0.20767720456107783,0.9999999999999999
clipping_bound_x_1.2,Multi-Agent (A0 full),17,0.21272289825984675,0.9999999999999999
